ProbeID	brain.1	brain.2	fetal.brain.1	fetal.brain.2	fetal.liver.1	fetal.liver.2	liver.1	liver.2
40123_at	67	325	384	373	85	50	111	53
40124_at	638	478	508	537	556	660	519	703
40125_at	2495	2229	2652	2747	4649	5395	1455	1708
40126_at	22	76	47	101	89	11	15	44
40127_at	1412	1558	1320	1229	422	430	296	106
40128_at	229	185	324	358	217	339	24	49
40129_at	570	438	838	1031	422	508	193	198
40130_at	2225	2741	1182	1443	2197	2325	1851	1558
40131_at	88	67	136	138	110	102	63	32
40132_g_at	388	366	614	772	247	227	233	219
40133_s_at	1660	1662	660	672	2835	2602	13280	12030
40134_at	4048	4041	2016	2808	4117	4432	5219	5124
40135_at	121	37	105	279	83	58	48	99
40136_at	711	918	458	376	113	80	448	345
40137_at	262	450	648	456	514	522	66	279
40138_at	2359	3315	2018	1947	2585	2453	3530	2947
40139_at	617	525	489	460	224	325	207	322
40140_at	1296	1295	1905	1718	1260	1295	630	841
40141_at	448	290	540	520	250	222	172	196
40142_at	139	97	161	130	83	90	213	132
40143_at	577	626	423	382	617	477	244	318
40144_at	149	290	100	128	76	257	308	512
40145_at	47	18	176	149	233	224	54	50
40146_at	513	381	1062	1108	1134	1599	845	742
40147_at	1136	1000	1729	1888	1533	1273	1598	1944
40148_at	158	223	365	323	289	276	243	404
40149_at	286	446	445	382	332	307	233	260
40150_at	291	213	294	337	377	444	430	359
40151_s_at	781	1158	603	476	456	531	633	742
40152_r_at	559	788	266	413	265	94	282	235
40153_at	336	325	69	228	452	425	467	560
40154_at	269	91	426	99	147	125	115	263
40155_at	820	699	1630	1565	118	229	208	260
40156_at	84	92	167	47	156	164	118	60
40157_s_at	14	10	14	12	18	14	20	30
40158_r_at	27	26	30	25	36	32	84	38
40159_r_at	211	185	229	148	364	277	305	332
40160_at	782	1394	710	629	894	547	828	794
40161_at	115	190	117	163	29	19	26	32
40162_s_at	38	35	262	159	269	203	57	455
40163_r_at	111	177	106	113	154	198	352	322
40164_at	3680	4610	1922	1825	2715	1932	5810	6028
40165_at	1563	2189	743	589	1049	866	396	754
40166_at	276	202	807	989	133	186	43	7
40167_s_at	1617	2047	2994	3309	515	682	162	215
40168_at	83	58	130	140	359	188	101	425
40169_at	944	746	379	260	513	592	1103	876
40170_at	116	66	110	89	161	125	152	98
40171_at	191	92	64	19	71	79	128	91
40172_g_at	53	40	33	35	75	60	55	72
40173_at	101	32	62	42	73	51	53	79
40174_at	285	401	411	384	167	132	161	274
40175_at	1823	2200	1050	1112	235	251	71	25
40176_at	464	427	865	614	1054	866	1014	1288
40177_at	15	11	16	20	14	17	14	28
40178_at	21	40	152	134	29	12	20	13
40179_at	24	12	27	70	29	11	13	13
40180_at	92	97	106	117	59	64	204	129
40181_f_at	56	45	126	46	39	45	131	154
40182_s_at	517	1677	727	933	614	1738	919	2070
40183_at	955	916	388	391	1259	910	838	1155
40184_at	768	676	1129	1193	367	248	75	84
40185_at	15799	13368	2929	3215	58	49	58	65
40186_at	310	474	1490	1095	6892	6747	1066	1662
40187_at	117	25	168	177	36	64	46	24
40188_f_at	185	186	74	131	47	91	161	61
40189_at	1744	1666	2961	2952	1045	1251	281	552
40190_at	52	44	106	59	57	31	156	168
40191_s_at	827	646	1046	1143	252	250	128	197
40192_at	102	44	39	39	80	67	127	57
40193_at	11668	17202	5469	5019	283	377	141	57
40194_at	105	114	170	101	175	70	182	145
40195_at	693	986	518	532	1018	930	154	114
40196_at	510	569	370	332	381	309	263	365
40197_at	33	11	87	62	174	66	172	56
40198_at	1642	1387	899	1214	744	1044	522	668
40199_at	242	321	196	178	248	216	313	418
402_s_at	87	238	117	92	939	886	2597	1883
40200_at	1304	1644	616	710	1854	1636	1370	805
40201_at	75	14	32	64	914	1588	1056	1403
40202_at	1966	1967	1010	1037	336	497	270	360
40203_at	2349	2440	1833	2309	1923	2309	1126	1419
40204_at	171	121	134	179	220	218	273	393
40205_g_at	43	22	222	138	97	51	24	104
40206_at	281	482	332	252	792	770	608	908
40207_g_at	261	177	279	253	581	443	351	577
40208_at	60	61	183	127	84	14	27	24
40209_at	723	900	310	303	238	166	33	157
40210_at	465	386	538	637	1170	1297	801	650
40211_at	1691	1488	9072	10481	2804	3134	702	744
40212_at	171	39	247	133	245	68	195	263
40213_at	285	194	938	924	322	394	40	203
40214_at	92	78	158	108	85	114	48	89
40215_at	2133	848	2160	2296	1868	2060	864	373
40216_at	123	33	31	52	54	9	118	12
40217_s_at	457	343	175	311	23	8	67	60
40218_at	476	313	328	357	9	14	51	21
40219_at	394	432	539	402	739	372	383	832
40220_at	217	224	28	96	140	112	134	59
40221_at	130	285	304	264	59	62	70	38
40222_s_at	95	430	524	523	66	74	89	115
40223_r_at	47	56	123	107	139	107	68	66
40224_s_at	603	788	261	497	40	20	542	444
40225_at	1527	1762	1277	1044	731	1162	1118	1609
40226_at	49	41	93	47	88	153	60	113
40227_at	76	45	234	77	193	83	220	110
40228_at	218	243	158	78	288	289	98	231
40229_at	21	16	20	9	55	73	35	35
40230_at	135	114	317	316	64	26	84	30
40231_at	29	20	18	14	43	20	111	32
40232_at	751	943	119	322	186	339	953	845
40233_at	126	99	109	105	193	120	169	173
40234_at	2557	2503	836	700	2178	2153	6671	5095
40235_at	1312	1617	991	669	447	424	583	635
40236_at	114	194	200	126	326	343	269	158
40237_at	51	30	45	39	92	148	41	100
40238_at	502	364	508	449	25	120	120	22
40239_g_at	4401	4051	2055	1793	440	358	365	516
40240_at	5339	6115	655	695	73	47	24	81
40241_at	231	294	288	234	404	449	517	809
40242_at	14	17	219	235	23	15	12	8
40243_at	58	179	251	213	163	183	323	540
40244_s_at	745	826	523	348	327	438	525	603
40245_at	68	40	20	97	70	53	85	13
40246_at	139	106	139	185	113	98	46	88
40247_at	23	9	23	20	23	13	96	18
40248_at	36	96	25	94	117	27	174	35
40249_at	355	710	339	316	213	206	199	212
40250_at	5	6	13	17	9	2	6	4
40251_at	8	22	9	35	11	3	26	4
40252_g_at	193	133	356	244	373	222	245	248
40253_at	156	352	285	82	230	181	75	85
40254_s_at	61	32	27	51	79	13	63	26
40255_at	434	214	413	278	374	326	315	517
40256_at	82	52	184	99	121	70	64	150
40257_at	511	579	646	393	845	584	1204	1441
40258_at	445	672	848	849	691	874	311	420
40259_at	41	64	390	307	107	121	52	212
40260_g_at	859	656	2116	1849	294	418	247	295
40261_at	108	102	185	82	148	127	225	311
40262_at	189	175	150	182	137	184	117	141
40263_at	80	333	202	360	117	210	196	332
40264_g_at	1511	1409	885	810	1299	1084	1734	2377
40265_s_at	74	179	299	170	243	258	124	313
40266_at	433	514	991	785	233	134	351	443
40267_s_at	174	150	152	47	226	238	71	105
40268_at	585	790	395	349	902	940	616	191
40269_at	133	68	150	271	151	146	145	125
40270_at	89	195	196	102	425	310	408	567
40271_at	487	605	1324	929	729	797	320	437
40272_at	1816	2607	8455	9742	87	112	17	49
40273_at	1229	1447	437	431	373	383	716	652
40274_at	1051	1033	399	456	1013	382	860	975
40275_at	503	560	303	296	289	237	104	437
40276_at	1166	767	788	955	555	700	680	569
40277_at	68	92	114	221	162	261	248	426
40278_at	371	303	411	248	333	490	433	403
40279_at	699	802	886	1068	329	414	154	398
40280_at	473	447	44	123	127	27	279	93
40281_at	5798	3875	4058	4403	1313	1121	544	146
40282_s_at	211	238	289	228	449	494	834	497
40283_at	47	33	66	59	68	39	51	52
40284_at	27	9	11	15	88	395	318	488
40285_at	31	17	71	43	78	43	34	34
40286_r_at	1383	1340	1458	1700	1248	1050	2147	2271
40287_s_at	43	51	87	30	34	30	63	163
40288_r_at	138	225	83	63	543	285	501	485
40289_at	169	155	304	272	153	131	100	120
40290_f_at	94	179	496	351	752	838	792	996
40291_r_at	133	46	228	129	159	110	201	331
40292_at	902	981	812	800	120	31	24	173
40293_at	73	108	106	29	43	33	55	192
40294_at	666	726	572	497	360	348	347	509
40295_at	4124	5451	2440	1357	2881	2212	3024	3553
40296_at	143	28	42	26	92	41	40	49
40297_at	144	112	179	146	429	657	220	167
40298_at	173	31	273	357	309	269	519	525
40299_at	1274	1390	1894	1394	1666	1466	2183	2372
403_s_at	325	94	267	62	364	135	89	402
40300_g_at	467	404	1046	949	480	400	539	474
40301_at	277	155	884	1053	75	133	114	98
40302_at	1148	1390	1435	1341	762	567	433	998
40303_at	75	22	404	293	71	36	109	138
40304_at	21	31	29	24	36	75	143	57
40305_r_at	43	1	12	37	34	19	33	13
40306_at	11	27	22	90	45	71	24	19
40307_at	51	6	142	142	83	25	13	40
40308_at	51	60	338	368	82	134	43	26
40309_at	163	76	143	73	74	98	132	135
40310_at	20	8	18	8	134	201	72	10
40311_at	108	54	245	199	4433	4194	7890	5998
40312_at	65	32	19	73	20	8	83	8
40313_at	10	14	10	9	18	6	20	16
40314_at	2894	3240	2973	2757	157	70	280	68
40315_at	58	45	39	22	86	73	54	47
40316_at	31	18	26	22	54	20	55	56
40317_at	1061	998	1069	893	458	143	588	434
40318_at	1020	921	2180	2975	10	77	45	8
40319_at	554	414	996	1029	262	228	123	284
40320_at	63	52	69	87	129	35	85	36
40321_at	53	114	60	56	190	140	205	74
40322_at	56	31	194	94	701	781	67	140
40323_at	27	9	70	78	187	90	68	63
40324_r_at	98	212	241	245	258	495	693	500
40325_at	620	685	205	246	309	157	2450	1787
40326_at	186	128	305	210	300	179	184	307
40327_at	45	177	302	274	347	328	248	564
40328_at	39	77	31	63	33	93	14	61
40329_at	194	180	300	214	579	426	278	71
40330_at	95	87	177	132	90	51	150	77
40331_at	30	25	28	24	348	591	60	41
40332_at	1833	1156	851	926	1320	1607	2784	2190
40333_at	91	103	104	80	242	188	55	144
40334_at	96	111	174	180	95	143	114	78
40335_at	496	325	338	505	17	50	11	12
40336_at	353	274	475	466	705	590	517	731
40337_at	790	711	406	291	1039	843	559	1120
40338_at	369	552	474	450	57	51	53	85
40339_at	119	82	155	171	73	58	182	164
40340_at	108	161	125	192	124	22	29	90
40341_at	89	21	58	40	32	27	41	33
40342_at	143	42	115	41	53	52	118	58
40343_at	234	193	618	584	154	255	206	108
40344_at	116	95	410	473	8	35	45	59
40345_at	14	24	81	124	102	30	12	43
40346_at	386	277	558	544	21	21	18	19
40347_at	150	144	158	196	226	245	157	228
40348_s_at	26	44	17	110	83	84	19	34
40349_at	277	175	358	323	125	108	74	85
40350_at	399	435	285	403	37	20	129	23
40351_at	124	72	295	140	124	332	199	220
40352_at	752	562	981	1297	295	180	478	390
40353_at	126	24	181	176	97	123	93	68
40354_at	93	97	169	92	12	60	15	46
40355_at	83	9	20	23	92	38	18	15
40356_at	9	4	11	7	24	8	5	10
40357_at	104	50	195	130	163	172	218	185
40358_at	65	167	81	43	51	70	38	61
40359_at	1022	1334	1339	1238	1527	1408	1027	1430
40360_at	333	492	510	573	773	901	409	594
40361_at	55	13	90	99	39	33	34	30
40362_at	51	16	20	16	77	75	37	32
40363_r_at	28	28	58	32	78	55	99	41
40364_at	99	69	119	106	318	344	271	279
40365_at	172	191	173	175	345	358	118	191
40366_at	109	178	162	212	501	405	455	326
40367_at	27	22	95	63	35	60	58	21
40368_r_at	54	1	37	3	299	375	402	923
40369_f_at	1281	1599	546	394	1957	1566	3150	3179
40370_f_at	551	748	353	317	1018	900	1625	1822
40371_at	83	57	154	44	1009	879	148	153
40372_at	133	63	254	88	243	163	187	181
40373_at	24	27	108	78	26	32	43	58
40374_at	26	17	112	19	39	16	84	212
40375_at	980	1858	363	362	49	73	96	85
40376_at	148	369	304	267	2818	2334	4994	4057
40377_at	146	175	374	207	46	110	116	89
40378_at	1207	943	500	600	14	13	22	31
40379_at	311	304	270	332	4753	4827	73617	48729
40380_at	120	145	236	214	50	33	147	96
40381_at	154	144	333	302	59	156	92	172
40382_at	458	444	559	505	336	304	137	592
40383_at	67	47	68	6	49	3	48	2
40384_at	49	27	83	29	59	17	64	24
40385_at	50	31	34	81	222	501	74	45
40386_r_at	90	32	88	43	12	47	105	98
40387_at	136	142	28	75	8	8	11	12
40388_at	48	156	210	128	32	30	14	87
40389_at	133	305	180	207	2304	2231	6507	5765
40390_at	392	391	213	188	3485	3758	6366	3910
40391_at	64	63	95	82	261	365	18	98
40392_at	80	51	72	160	185	122	54	201
40393_at	13	5	14	8	31	24	12	12
40394_at	167	111	166	106	529	537	976	1037
40395_at	959	1195	1504	1566	632	646	611	817
40396_at	934	985	779	666	809	1207	673	1262
40397_at	21	6	8	10	9	12	12	15
40398_s_at	9	9	7	17	46	35	7	15
40399_r_at	108	112	221	97	325	198	114	303
404_at	198	214	330	237	1210	1286	870	1063
40400_at	1082	1348	243	199	36	68	47	122
40401_at	541	579	4993	4639	250	201	137	141
40402_at	139	347	526	430	379	335	461	901
40403_at	40	9	26	29	33	83	26	103
40404_s_at	498	267	786	729	342	417	210	161
40405_at	627	601	801	803	126	126	102	142
40406_at	108	51	206	179	156	159	73	203
40407_at	163	151	261	327	483	622	30	97
40408_at	987	1046	1120	1271	1114	911	1391	1507
40409_at	361	239	449	460	736	713	826	884
40410_at	1452	1501	1325	1623	901	949	1715	1108
40411_at	427	514	1830	1975	237	293	85	219
40412_at	234	244	222	218	858	779	260	242
40413_at	77	39	198	161	151	61	62	13
40414_at	1526	1770	1681	1099	2137	1785	2380	2436
40415_at	1042	1075	153	100	1685	1453	5537	4387
40416_at	581	1144	1237	1037	805	964	894	791
40417_at	539	498	960	1198	983	1064	801	620
40418_at	108	59	303	285	176	216	70	87
40419_at	2362	1977	822	800	12601	11102	3660	4362
40420_at	359	265	553	592	628	775	704	501
40421_at	2549	3065	1175	1238	947	768	1198	1028
40422_at	661	641	1424	1541	4645	4496	3422	3308
40423_at	817	432	1718	1620	299	253	228	358
40424_at	341	399	375	382	477	426	440	754
40425_at	95	201	55	52	3934	3863	3669	3128
40426_at	1475	1396	593	808	745	730	609	1164
40427_at	541	475	160	226	696	736	805	623
40428_i_at	26	79	498	558	39	37	7	25
40429_r_at	23	60	186	118	84	112	3	48
40430_at	69	51	186	150	59	18	106	45
40431_at	281	217	555	570	157	101	101	120
40432_at	811	681	928	982	2038	1665	1549	2158
40433_at	43	120	53	63	59	24	38	30
40434_at	457	815	975	1116	191	236	167	297
40435_at	4199	3847	2816	2778	3641	3676	2825	1997
40436_g_at	3910	4907	2885	3086	3492	3503	1525	1354
40437_at	447	258	359	408	116	103	13	16
40438_at	223	116	221	194	9	68	2	4
40439_at	649	738	263	365	98	146	378	326
40440_at	1683	1292	3614	3791	1316	1150	856	375
40441_g_at	552	457	1646	2239	379	605	149	25
40442_f_at	255	222	343	282	209	272	202	417
40443_at	190	192	282	114	258	174	284	203
40444_s_at	829	765	1438	1494	868	879	526	684
40445_at	121	43	248	209	287	307	106	172
40446_at	2328	2867	1815	1925	1538	1652	1791	1241
40447_at	443	689	996	804	822	1188	602	491
40448_at	384	420	544	567	5422	4321	1136	1215
40449_at	40	113	224	242	122	183	380	327
40450_at	85	197	221	268	151	380	401	449
40451_at	212	367	667	658	739	744	1242	809
40452_at	1552	2433	1746	1430	3525	2561	2715	2571
40453_s_at	147	123	323	357	127	182	91	126
40454_at	364	350	470	467	627	525	127	127
40455_at	392	325	194	125	239	221	102	172
40456_at	81	58	48	92	123	226	185	268
40457_at	242	162	503	652	207	252	110	65
40458_at	165	33	99	35	348	287	141	171
40459_at	176	165	338	161	399	430	949	379
40460_s_at	35	55	99	177	208	183	390	33
40461_at	320	346	429	509	222	138	232	173
40462_at	1352	1314	840	937	522	360	795	458
40463_at	325	167	1046	1040	250	223	107	23
40464_g_at	315	149	1110	1014	330	252	92	103
40465_at	344	377	251	274	405	577	581	382
40466_at	979	1316	940	755	783	700	796	1086
40467_at	878	486	392	455	1202	2148	733	855
40468_at	1232	1283	901	1378	420	399	430	360
40469_at	908	1000	777	635	1001	915	1222	1017
40470_at	470	426	413	347	761	585	247	718
40471_at	267	256	163	95	304	206	180	215
40472_at	1066	1495	531	531	136	59	146	136
40473_at	2210	2363	1198	1052	1836	1976	810	693
40474_r_at	3	76	70	81	13	16	15	24
40475_at	35	11	69	35	31	36	34	27
40476_s_at	567	430	392	529	339	356	271	194
40477_r_at	141	217	225	248	36	88	69	29
40478_at	2668	1590	941	1038	622	792	475	109
40479_at	348	361	574	682	128	70	102	176
40480_s_at	2096	1685	2242	2386	532	450	1324	1323
40481_r_at	117	170	339	107	571	121	245	183
40482_s_at	4116	3559	3657	3823	66	37	27	26
40483_at	1121	684	777	683	307	90	95	126
40484_g_at	17689	15412	8417	9453	532	457	485	703
40485_at	894	802	618	660	309	310	315	399
40486_g_at	563	773	420	661	280	196	108	345
40487_at	765	718	514	801	114	140	145	74
40488_at	347	297	661	756	180	145	232	272
40489_at	805	1058	1596	1238	551	453	125	532
40490_at	127	137	489	280	217	260	31	62
40491_at	236	60	259	172	154	135	302	319
40492_at	346	209	599	536	141	172	79	205
40493_at	162	174	217	347	381	509	325	325
40494_at	162	202	224	241	348	367	106	113
40495_at	336	480	378	317	87	46	57	60
40496_at	489	277	299	205	3860	4968	9894	10713
40497_at	895	1272	526	540	308	269	1350	1280
40498_g_at	283	463	460	300	336	418	421	392
40499_r_at	204	122	253	190	312	357	437	447
405_at	78	105	92	72	727	652	950	951
40500_at	3366	3879	1282	1601	196	249	189	223
40501_s_at	1302	1268	750	461	506	575	197	654
40502_r_at	30	25	3	25	79	15	3	11
40503_at	63	75	31	32	61	26	32	35
40504_at	626	299	679	668	872	963	291	375
40505_at	855	986	758	956	1307	1301	1685	1708
40506_s_at	514	515	909	870	1253	1794	1022	1137
40507_at	340	246	551	418	798	759	436	601
40508_at	2318	1616	3833	3612	797	556	338	184
40509_at	447	185	403	402	1510	1709	741	530
40510_at	104	65	122	147	25	44	11	94
40511_at	14	18	18	14	32	11	9	25
40512_at	6512	4320	946	1364	383	343	147	379
40513_at	114	161	372	233	190	198	93	193
40514_at	711	811	465	464	1293	1265	1398	1481
40515_at	780	1074	620	667	632	584	860	907
40516_at	96	40	31	63	96	121	76	87
40517_at	160	124	463	583	36	31	12	8
40518_at	201	43	88	35	151	271	84	46
40519_at	47	13	28	17	27	16	25	28
40520_g_at	98	67	89	83	128	127	97	152
40521_at	435	417	382	573	379	440	388	166
40522_at	4916	4696	2135	2423	3403	3787	2297	2755
40523_at	121	118	312	134	152	125	92	65
40524_at	95	40	29	79	32	15	33	27
40525_at	64	37	84	89	116	117	95	134
40526_at	57	18	26	12	29	31	134	24
40527_at	239	233	464	164	436	399	219	470
40528_at	806	1194	2991	2832	308	136	79	45
40529_at	49	126	170	96	69	54	157	86
40530_at	73	69	138	118	77	44	98	99
40531_at	64	47	43	44	81	37	58	74
40532_at	44	46	67	156	400	268	45	320
40533_at	49	32	68	71	126	168	68	62
40534_at	228	152	315	182	325	274	390	222
40535_i_at	116	76	142	72	71	53	118	204
40536_f_at	11	25	71	65	21	8	5	11
40537_at	225	135	477	471	238	135	208	118
40538_at	38	41	34	68	52	136	144	211
40539_at	905	760	859	618	946	688	878	1493
40540_at	131	28	159	71	102	70	300	125
40541_at	1100	1412	509	367	13429	11960	28021	17625
40542_at	43	27	61	90	51	91	90	111
40543_at	43	152	443	451	36	19	25	23
40544_g_at	453	463	1001	996	53	41	100	68
40545_at	74	223	111	49	55	46	114	181
40546_s_at	2240	2192	743	759	1728	1862	2026	1966
40547_at	76	158	66	36	117	122	235	156
40548_at	277	270	477	453	60	77	140	155
40549_at	1431	1797	462	578	62	49	279	252
40550_at	66	75	80	44	52	56	74	105
40551_at	44	26	9	18	25	27	10	59
40552_s_at	165	278	454	562	267	335	26	245
40553_at	273	280	963	791	354	400	166	436
40554_at	55	43	24	58	38	32	29	23
40555_at	280	212	253	240	57	190	66	132
40556_at	147	92	154	146	210	189	134	165
40557_at	58	35	61	55	87	61	43	203
40558_at	79	71	116	88	451	91	141	138
40559_at	64	120	162	221	209	157	220	176
40560_at	155	44	50	26	81	207	292	102
40561_at	57	43	52	42	61	39	64	91
40562_at	586	841	773	689	491	600	347	797
40563_at	235	109	247	233	190	154	128	63
40564_at	206	145	337	385	299	335	146	164
40565_at	109	248	234	234	451	163	456	116
40566_at	26	34	80	18	143	22	18	50
40567_at	17432	18555	39755	47337	2704	2720	295	401
40568_at	2390	2430	1206	1418	611	421	299	372
40569_at	617	840	856	687	594	628	269	489
40570_at	567	442	333	332	1265	1191	624	378
40571_at	246	127	660	468	20	59	24	65
40572_at	104	73	181	119	84	15	10	40
40573_s_at	119	35	10	40	73	24	79	65
40574_at	576	629	423	371	106	109	104	92
40575_at	473	462	1105	1159	438	500	274	444
40576_f_at	162	110	472	659	14	103	152	24
40577_at	118	89	331	362	70	116	134	26
40578_s_at	287	403	552	642	479	534	297	485
40579_at	74	70	81	150	64	119	114	50
40580_r_at	5698	7028	5788	4697	5597	4682	24040	19953
40581_at	742	567	2183	2050	222	268	423	155
40582_at	56	68	43	87	207	52	60	57
40583_at	97	18	13	18	29	61	16	10
40584_at	322	202	598	473	495	317	190	536
40585_at	119	104	115	90	117	238	34	10
40586_at	139	97	191	184	113	164	139	218
40587_s_at	1114	852	479	511	305	346	36	38
40588_r_at	21	102	149	162	30	80	58	18
40589_at	207	211	170	83	309	260	134	295
40590_at	34	15	103	26	50	27	26	54
40591_at	22	24	94	92	129	82	17	22
40592_at	205	414	785	689	86	43	66	91
40593_at	472	550	502	653	2230	2018	1660	1111
40594_r_at	1011	1182	1128	1143	1844	1648	2211	2319
40595_at	376	337	407	424	657	468	517	743
40596_at	1265	1266	1295	1211	1812	1361	1342	2004
40597_g_at	74	113	140	70	128	116	162	368
40598_at	187	265	322	182	897	667	1578	1944
40599_at	69	103	143	76	142	210	47	139
