ProbeID	brain.1	brain.2	fetal.brain.1	fetal.brain.2	fetal.liver.1	fetal.liver.2	liver.1	liver.2
33217_at	255	181	593	506	797	691	634	1353
33218_at	56	136	49	33	260	296	736	361
33219_at	707	493	1665	1843	170	193	85	24
33220_at	344	163	462	487	233	154	207	345
33221_at	325	321	698	516	418	411	223	145
33222_at	38	70	186	158	88	43	58	68
33223_at	2352	3359	626	500	546	472	574	948
33224_at	202	278	515	222	190	236	98	177
33225_at	677	720	389	480	406	358	638	278
33226_at	578	663	1127	1352	249	336	256	731
33227_at	62	99	159	198	179	406	319	357
33228_g_at	246	305	701	615	1040	1295	857	813
33229_at	138	163	259	248	253	353	179	266
33230_at	418	170	723	642	667	647	66	68
33231_at	534	473	631	621	326	513	1068	970
33232_at	311	325	56	185	458	376	430	438
33233_at	27	32	19	47	33	9	15	15
33234_at	84	70	202	232	82	46	28	15
33235_at	555	445	2308	2567	96	68	66	30
33236_at	326	279	57	162	160	387	2083	1389
33237_at	107	238	242	344	128	186	58	70
33238_at	27	11	20	20	72	26	220	51
33239_at	16	17	67	45	17	13	4	50
33240_at	486	409	1091	1032	11	11	8	12
33241_at	460	302	167	168	41	57	95	127
33242_at	386	300	64	144	144	89	195	73
33243_at	144	114	171	126	301	366	195	165
33244_at	1100	737	1909	1980	344	404	313	290
33245_at	42	161	32	26	168	71	23	33
33246_at	139	53	194	187	318	137	268	476
33247_at	467	354	689	805	189	219	62	12
33248_at	82	82	25	24	252	24	70	202
33249_at	467	369	290	414	233	135	311	338
33250_at	63	188	48	60	96	304	143	43
33251_at	557	632	887	1005	504	384	126	273
33252_at	103	312	53	193	229	360	70	62
33253_at	29	119	30	60	272	384	395	423
33254_at	94	60	88	105	20	26	44	8
33255_at	286	286	772	800	419	394	95	58
33256_at	401	268	383	317	27	29	80	68
33257_at	21	18	50	73	104	84	19	72
33258_g_at	242	141	453	458	950	940	248	57
33259_at	40	17	43	21	62	24	54	57
33260_at	51	63	263	259	134	99	20	49
33261_at	1931	1886	936	700	1643	1434	1388	1905
33262_at	17	16	195	123	183	192	67	41
33263_at	38	110	99	164	93	252	123	101
33264_at	43	68	26	27	115	167	68	64
33265_at	94	51	290	198	150	212	154	130
33266_at	157	339	653	695	1782	1337	483	1302
33267_at	966	577	1052	1142	49	26	20	50
33268_at	1113	1569	1559	1284	1264	1329	1563	2362
33269_at	252	494	195	228	820	696	512	278
33270_i_at	6	12	38	3	11	1	4	4
33271_r_at	2	19	57	67	3	11	6	23
33272_at	84	17	82	28	11281	10887	1628	1816
33273_f_at	57	115	235	179	620	504	5541	4453
33274_f_at	62	37	115	43	529	412	4594	4093
33275_at	344	780	519	502	278	363	469	667
33276_at	21	50	164	167	86	65	109	150
33277_at	722	436	925	568	294	298	212	572
33278_at	24	27	19	50	109	146	131	27
33279_s_at	49	15	91	13	65	121	61	87
33280_r_at	190	49	42	83	109	129	170	158
33281_at	563	385	421	243	650	510	525	805
33282_at	81	78	79	64	535	773	448	273
33283_at	1109	1912	833	828	824	848	237	251
33284_at	261	173	170	214	4407	4900	311	158
33285_i_at	11	21	68	111	82	119	13	50
33286_at	46	16	42	21	39	27	25	40
33287_at	193	94	74	75	96	74	380	128
33288_i_at	235	203	213	100	327	162	61	199
33289_f_at	185	293	172	183	112	211	66	51
33290_at	106	66	113	140	228	232	102	61
33291_at	298	137	269	271	90	17	35	6
33292_at	824	955	324	366	253	248	358	207
33293_at	6591	7849	2116	1956	943	1298	217	528
33294_at	447	473	400	486	511	607	557	229
33295_at	395	355	531	524	1487	1266	525	894
33296_at	91	116	181	174	91	142	18	83
33297_at	302	152	310	309	265	309	170	199
33298_at	14	39	125	97	24	80	83	23
33299_at	264	172	154	278	121	101	203	318
333_s_at	272	155	173	190	296	305	179	320
33300_at	915	659	1219	888	1094	816	908	1355
33301_g_at	652	682	796	836	1018	881	444	822
33302_at	25	103	122	112	178	80	76	32
33303_at	34	77	41	105	41	36	60	54
33304_at	57	51	40	30	616	676	323	368
33305_at	103	67	71	41	517	715	44	151
33306_at	71	32	172	160	30	48	33	82
33307_at	244	336	414	321	592	604	404	125
33308_at	694	766	677	696	2619	2366	3931	2877
33309_at	54	27	170	84	4	7	9	4
33310_at	59	19	25	32	17	7	10	11
33311_at	84	113	379	172	288	214	826	777
33312_at	87	24	226	224	243	125	429	668
33313_g_at	85	68	24	16	120	36	759	607
33314_at	178	122	142	167	408	465	931	918
33315_at	92	81	201	194	157	119	152	250
33316_at	127	124	174	159	52	4	8	40
33317_at	174	106	232	226	133	290	150	249
33318_at	180	36	101	117	84	78	93	111
33319_at	116	191	305	138	198	156	135	126
33320_at	97	45	26	29	117	68	101	131
33321_r_at	251	351	326	140	515	349	174	351
33322_i_at	767	603	1819	1384	1633	1469	1435	1883
33323_r_at	663	605	1199	787	952	894	721	1430
33324_s_at	41	25	57	13	74	186	24	18
33325_at	1272	1276	792	883	203	361	100	547
33326_at	234	136	240	338	52	42	32	28
33327_at	2657	3614	359	235	640	486	563	990
33328_at	541	646	372	407	218	236	121	114
33329_at	89	274	214	50	519	276	384	753
33330_at	145	65	271	134	111	113	119	124
33331_at	45	30	51	40	42	133	177	265
33332_at	74	85	73	72	75	58	127	132
33333_at	776	481	527	414	89	147	127	151
33334_at	370	237	685	717	149	194	26	34
33335_at	35	25	45	27	102	59	107	130
33336_at	71	66	86	63	13940	13346	112	235
33337_at	1817	1589	828	1016	535	487	203	133
33338_at	60	37	25	43	257	257	116	131
33339_g_at	239	146	140	117	172	226	152	244
33340_at	2612	1863	2837	3174	388	413	94	143
33341_at	4361	3914	4299	4682	861	1189	741	829
33342_at	300	260	60	144	47	126	90	30
33343_at	580	381	655	675	601	384	176	217
33344_at	18	41	89	26	160	82	77	37
33345_at	4475	5573	4084	4222	553	436	414	543
33346_r_at	1621	2620	1260	1207	2981	2725	2285	2120
33347_at	845	648	508	597	856	752	1165	533
33348_at	379	228	980	1032	349	314	118	146
33349_at	652	551	1570	1360	747	816	631	921
33350_s_at	202	213	242	314	521	552	160	160
33351_at	625	579	1220	1090	469	597	264	226
33352_at	415	289	706	521	499	586	277	350
33353_at	949	1333	6471	7459	34	195	374	263
33354_at	232	154	555	497	224	177	68	105
33355_at	515	519	2070	2154	212	162	27	134
33356_at	50	127	109	26	51	18	20	105
33357_at	2429	1986	2744	2867	746	1113	534	551
33358_at	1617	1606	457	479	367	349	385	503
33359_at	343	369	1101	931	152	91	153	214
33360_at	662	857	742	696	377	428	348	275
33361_at	3695	4138	1721	1604	767	711	1317	997
33362_at	171	156	603	606	79	128	173	166
33363_at	83	114	138	100	140	89	79	27
33364_at	324	170	398	416	70	107	27	201
33365_at	430	353	458	355	441	392	625	536
33366_at	489	396	603	402	649	515	637	572
33367_s_at	435	483	1515	1522	253	275	125	49
33368_at	473	464	1111	1295	277	359	145	130
33369_at	706	410	1959	1886	3952	5276	458	683
33370_r_at	147	68	619	629	756	1251	82	125
33371_s_at	1334	762	959	806	500	513	623	365
33372_at	354	498	1004	900	176	148	136	111
33373_at	91	40	732	637	15	71	17	10
33374_at	284	266	283	85	4399	4781	9483	7782
33375_at	21	24	25	97	20	22	19	26
33376_at	50	24	161	109	33	104	96	77
33377_at	64	112	142	52	49644	32039	97305	48525
33378_at	270	101	484	446	108	193	25	68
33379_at	66	56	145	87	11	13	12	7
33380_at	481	534	674	563	220	310	155	49
33381_at	116	125	353	376	136	320	141	218
33382_at	39	50	65	133	157	234	665	851
33383_f_at	15	16	101	57	27	15	107	128
33384_at	83	36	61	12	177	15	13	24
33385_g_at	147	125	120	130	235	399	241	106
33386_at	601	417	861	868	1990	1891	925	551
33387_at	2563	3307	1427	1482	100	99	60	41
33388_at	1547	1825	1557	1343	1213	1000	1915	1953
33389_at	198	118	426	523	606	764	190	220
33390_at	477	436	305	185	1840	1482	1418	1208
33391_r_at	138	139	457	188	483	282	314	249
33392_at	1020	1087	702	841	700	533	650	611
33393_at	378	436	427	400	899	695	677	431
33394_at	413	483	570	626	527	753	276	434
33395_at	67	41	47	42	83	68	88	83
33396_at	3154	3593	1831	1974	2251	1921	1503	1362
33397_at	3652	4385	2148	1678	2927	2649	2743	2632
33398_at	931	1241	1512	1396	1171	1114	762	763
33399_at	654	649	575	588	413	434	259	303
334_s_at	403	181	214	280	27	80	28	17
33400_r_at	3	12	37	42	14	22	40	13
33401_at	31	13	14	18	156	141	227	257
33402_at	25	11	13	10	169	189	25	21
33403_at	519	544	624	810	37	200	69	85
33404_at	2706	2431	931	948	26	16	18	16
33405_at	2462	2226	1191	1347	59	122	92	85
33406_at	147	291	104	209	44	102	92	50
33407_at	273	129	328	306	82	121	33	80
33408_at	1372	1297	1417	1547	538	485	436	1033
33409_at	2458	2382	737	713	2929	2756	4539	3885
33410_at	21	13	155	192	53	10	7	11
33411_g_at	57	37	154	103	33	94	37	82
33412_at	3926	4316	655	824	1218	1456	4390	2911
33413_at	171	141	333	303	391	554	124	19
33414_at	1801	2525	729	730	585	672	918	693
33415_at	3057	2930	3121	3250	2766	2682	2340	1747
33416_at	401	244	437	341	719	546	702	861
33417_at	249	228	391	432	144	234	72	99
33418_at	1353	716	1132	1332	264	404	152	147
33419_at	112	24	110	106	125	92	103	27
33420_g_at	146	56	201	199	33	89	113	158
33421_s_at	504	349	739	600	400	745	345	223
33422_at	289	409	600	655	928	964	586	909
33423_g_at	216	286	153	233	416	389	413	139
33424_at	253	362	491	507	769	932	1212	1365
33425_at	2890	3647	3949	4124	3968	3710	2652	3059
33426_at	879	816	1040	1025	111	109	27	86
33427_s_at	145	112	260	168	212	356	331	281
33428_s_at	36	22	40	22	50	44	42	50
33429_at	527	931	1034	1108	692	850	87	83
33430_at	98	129	46	263	137	149	18	34
33431_at	22	31	33	26	59	59	33	19
33432_at	326	342	498	305	523	570	429	549
33433_at	373	581	319	455	227	158	116	201
33434_at	35	68	112	121	32	132	158	35
33435_r_at	70	26	122	117	118	144	74	99
33436_at	521	561	1246	1126	145	178	119	193
33437_at	354	354	359	525	203	282	285	406
33438_at	4084	5263	2603	2660	3018	2835	2297	4417
33439_at	224	415	386	375	1638	1665	301	232
33440_at	356	270	788	815	23	102	9	10
33441_at	1235	1417	308	266	186	267	978	1011
33442_at	768	516	322	443	88	93	102	77
33443_at	1171	910	2318	2739	543	730	202	270
33444_at	459	359	465	567	555	521	355	328
33445_at	41	58	22	75	43	21	19	13
33446_at	693	686	573	585	397	475	354	337
33447_at	262	141	345	378	2224	2517	1417	1409
33448_at	446	507	798	564	1060	905	539	1113
33449_at	620	601	155	260	1046	810	796	1131
33450_at	1039	1482	701	844	44	23	49	46
33451_s_at	3192	1925	9443	8855	1493	1540	1290	1139
33452_at	179	209	126	173	245	348	207	330
33453_at	492	632	657	467	606	535	603	778
33454_at	1784	2216	2974	2766	1370	1252	1614	2340
33455_at	25	53	23	53	21425	19867	59684	39749
33456_at	313	173	764	818	374	427	30	24
33457_at	356	194	530	651	102	195	19	138
33458_r_at	6864	5554	6623	8028	2119	3151	1334	1451
33459_at	33	26	48	28	51	48	60	87
33460_at	76	54	152	75	40	61	55	43
33461_at	25	62	311	241	196	122	201	280
33462_at	61	43	26	22	13	18	8	42
33463_at	242	107	123	132	287	244	617	762
33464_at	149	152	626	649	278	354	108	308
33465_at	115	96	187	132	67	18	129	83
33466_at	589	542	1524	1238	335	523	305	532
33467_at	371	313	401	413	362	514	427	799
33468_at	25	36	62	85	25	32	39	22
33469_r_at	484	292	408	306	1256	895	1624	1278
33470_at	762	804	1290	869	1429	1325	1081	1450
33471_g_at	150	216	467	441	127	66	73	315
33472_at	71	30	113	47	115	14	359	366
33473_at	38	10	7	10	16	17	24	65
33474_at	68	46	66	44	140	103	64	108
33475_at	777	728	314	417	41	25	33	32
33476_at	16	25	13	30	30	49	47	46
33477_at	144	114	180	112	138	177	167	181
33478_at	13	5	17	14	20	11	12	9
33479_g_at	88	44	50	36	112	14	26	54
33480_at	166	184	295	187	311	280	365	311
33481_at	17	19	19	11	19	12	14	12
33482_at	31	22	45	21	51	30	42	50
33483_at	172	110	164	150	43	158	21	39
33484_at	152	102	571	643	225	249	102	62
33485_at	1746	1778	4750	6423	4165	4567	2106	1917
33486_at	11	7	58	33	13	17	8	15
33487_at	39	64	20	35	4397	4553	44781	27457
33488_at	19	3	30	48	41	40	57	55
33489_at	81	82	462	200	302	172	204	179
33490_at	33	40	98	101	63	72	108	160
33491_at	36	6	18	18	77	3	44	26
33492_at	160	158	131	88	193	185	303	474
33493_at	646	457	943	743	661	823	643	1395
33494_at	35	36	112	186	214	114	148	163
33495_at	389	134	588	578	54	24	30	44
33496_at	21	7	7	9	21	9	15	16
33497_at	38	27	128	100	68	42	36	46
33498_at	24	17	52	29	37	34	82	62
33499_s_at	304	345	379	137	350	255	2809	3152
335_r_at	1125	1322	1902	640	2711	3061	1096	1261
33500_i_at	51	43	466	81	395	503	1577	2003
33501_r_at	324	374	494	514	911	772	4033	2874
33502_at	17	26	30	105	121	91	34	193
33503_at	473	326	798	464	655	649	1020	1361
33504_at	58	84	237	223	43	50	40	140
33505_at	20	58	17	35	25	75	19	29
33506_at	268	198	346	389	262	284	384	411
33507_g_at	18	34	229	274	24	68	15	70
33508_at	44	83	141	249	47	49	31	19
33509_at	79	85	186	265	13	9	12	96
33510_s_at	359	443	360	479	542	435	649	491
33511_at	57	38	74	71	120	30	58	105
33512_at	63	42	92	80	73	66	49	160
33513_at	17	18	30	71	27	21	34	27
33514_at	209	200	523	424	130	134	169	215
33515_at	79	25	47	53	65	50	99	63
33516_at	114	76	199	89	1525	1609	275	344
33517_f_at	23	21	30	27	18	23	14	34
33518_f_at	28	7	14	11	36	9	41	15
33519_at	42	16	28	20	274	249	1375	1045
33520_at	326	312	380	302	1366	1238	2008	1847
33521_at	597	500	819	461	1203	1050	1007	1279
33522_at	28	30	124	28	51	25	46	41
33523_at	41	34	35	29	68	44	58	70
33524_at	41	79	184	93	236	273	87	58
33525_at	16	19	26	30	40	4	2	48
33526_at	194	74	173	155	134	51	153	59
33527_at	130	146	88	97	102	29	86	67
33528_at	65	53	115	31	128	66	117	46
33529_at	17	3	21	3	19	6	18	7
33530_at	46	28	58	34	207	194	20	11
33531_at	4	2	17	2	6	4	4	3
33532_at	92	57	150	79	40	87	149	208
33533_at	118	84	114	135	74	35	7	47
33534_at	8	8	10	21	18	45	131	12
33535_at	307	250	228	298	467	457	499	744
33536_at	47	47	62	104	130	49	183	192
33537_at	90	41	56	42	285	203	76	66
33538_at	99	50	201	144	87	105	51	109
33539_at	154	141	222	165	256	151	273	387
33540_at	12	9	16	11	25	58	39	27
33541_s_at	81	70	91	153	182	86	16	126
33542_at	23	8	14	28	40	15	18	38
33543_s_at	167	78	509	553	39	88	4	9
33544_at	27	70	109	115	18	38	102	40
33545_at	374	547	605	407	680	468	473	695
33546_at	83	56	117	53	182	121	679	750
33547_i_at	4	5	4	4	6	6	45	8
33548_f_at	5	1	7	6	48	17	7	42
33549_at	20	39	62	14	23	42	54	18
33550_at	111	51	97	79	22	36	99	79
33551_s_at	26	7	50	70	14	56	14	105
33552_at	62	38	4	65	25	54	17	64
33553_r_at	3	23	12	19	5	4	33	44
33554_at	92	28	88	80	37	84	77	109
33555_at	173	288	232	203	155	90	184	144
33556_at	116	103	58	69	80	119	180	220
33557_at	49	21	47	40	79	46	38	53
33558_at	323	192	585	399	472	441	432	1057
33559_at	13	49	59	87	111	21	158	70
33560_at	21	26	216	286	30	14	56	30
33561_at	47	40	45	30	47	31	28	30
33562_g_at	125	37	81	78	77	66	31	157
33563_s_at	21	22	30	19	32	20	37	50
33564_at	13	7	7	6	111	208	474	627
33565_at	37	42	111	86	131	122	185	219
33566_at	180	98	120	140	114	147	319	358
33567_at	135	66	123	109	16	25	74	69
33568_at	606	608	1021	864	1361	961	1642	1572
33569_at	323	246	310	193	782	580	1077	893
33570_at	43	21	60	50	70	42	80	54
33571_at	350	243	173	206	505	257	495	810
33572_at	49	11	56	8	138	54	18	20
33573_at	33	111	23	23	138	95	110	107
33574_at	52	16	70	54	9	81	17	60
33575_at	40	12	57	21	16	29	38	73
33576_at	1083	1231	1720	1879	21	13	19	15
33577_at	15	4	55	7	31	13	60	18
33578_at	53	17	28	21	61	31	68	45
33579_i_at	95	55	132	86	607	346	112	129
33580_r_at	594	390	466	313	859	685	1390	729
33581_at	360	266	475	347	662	911	590	843
33582_s_at	38	65	167	105	144	167	72	183
33583_r_at	393	316	385	222	413	103	504	171
33584_at	71	50	162	125	169	107	89	95
33585_at	58	30	97	65	125	51	87	167
33586_at	206	188	332	407	142	184	123	49
33587_f_at	109	80	75	147	396	288	107	498
33588_at	20	9	31	21	26	8	12	40
33589_at	141	119	116	71	145	70	117	132
33590_at	8	16	10	37	32	9	7	10
33591_at	27	19	44	82	31	29	13	17
33592_at	39	21	21	18	30	30	40	37
33593_at	105	117	119	144	226	131	183	339
33594_at	441	335	642	496	944	729	642	1025
33595_r_at	24	18	153	80	40	68	45	129
33596_at	149	132	69	82	49	14	4	7
33597_at	110	127	200	124	242	149	111	232
33598_r_at	32	25	76	24	11	25	56	14
33599_at	27	12	30	38	32	50	33	46
336_at	321	289	385	438	427	199	850	479
33600_at	51	29	25	53	67	58	67	75
33601_at	317	201	704	757	252	125	360	416
33602_at	307	63	411	181	513	477	731	770
33603_at	62	38	50	41	82	40	82	94
33604_at	27	16	26	19	36	16	21	50
33605_at	420	443	144	165	38	13	32	32
33606_g_at	607	622	240	209	25	29	14	22
33607_at	367	479	238	163	191	176	308	264
33608_at	43	155	194	93	319	321	72	65
33609_at	40	52	158	105	94	69	57	72
33610_at	35	34	34	26	40	30	48	34
33611_g_at	32	17	27	21	13	16	31	20
33612_at	15	19	13	9	9	26	30	20
33613_at	468	329	428	265	789	638	774	1031
33614_at	4741	4536	11585	15127	11990	10877	15555	8664
33615_at	28	5	28	15	15	9	11	16
33616_at	94	84	96	65	114	67	139	74
33617_s_at	106	88	176	109	215	120	367	378
33618_at	26	21	144	142	61	30	34	42
33619_at	4366	3282	10102	9250	9074	9703	9978	10543
33620_at	377	57	158	38	268	128	148	154
33621_at	147	99	110	58	69	108	149	135
33622_at	79	124	233	77	220	124	207	549
33623_g_at	28	29	106	46	74	32	25	46
33624_at	24	15	37	13	34	20	34	21
33625_g_at	32	12	58	43	82	51	33	29
33626_at	15	9	35	16	54	14	16	915
33627_at	71	183	285	228	191	324	168	343
33628_g_at	38	38	35	28	39	36	53	48
33629_at	297	333	424	297	137	390	310	332
33630_s_at	558	1113	450	426	38	38	45	73
33631_at	145	132	154	122	127	108	126	81
33632_g_at	1438	1128	692	755	1164	1177	1007	742
33633_at	310	108	202	542	200	92	84	431
33634_at	138	35	213	163	153	116	150	253
33635_at	124	72	180	206	134	95	62	153
33636_at	77	69	75	79	145	82	141	157
33637_g_at	339	334	446	489	396	148	349	314
33638_at	93	85	82	60	196	104	142	352
33639_g_at	64	71	144	65	34	130	134	163
33640_at	609	283	329	240	719	412	592	873
33641_g_at	57	26	18	17	147	212	54	46
33642_s_at	413	587	285	340	503	488	125	73
33643_at	33	24	43	47	36	39	211	335
33644_at	135	47	80	138	154	172	184	173
33645_at	52	81	74	47	115	135	52	58
33646_g_at	182	227	286	135	98	286	280	364
33647_s_at	714	903	1053	689	1690	1143	1555	1808
33648_at	553	290	465	504	1117	1327	1593	1135
33649_at	23	19	119	49	41	12	12	32
33650_at	204	181	199	228	304	350	222	312
33651_at	248	294	506	303	185	301	287	497
33652_at	141	72	133	108	175	159	149	186
33653_at	16	3	12	14	22	20	17	8
33654_at	40	30	35	16	40	28	39	35
33655_f_at	87	11	95	24	78	66	136	82
33656_at	7680	7697	12179	15836	18686	18666	14221	12715
33657_at	6999	5567	10479	12543	7683	6967	3279	2390
33658_at	128	154	449	478	25	125	142	81
33659_at	12568	13114	11274	12431	11736	11393	11691	10416
33660_at	5782	3810	9660	11734	7521	7466	6773	5901
33661_at	88	101	258	243	151	80	81	99
33662_at	14	7	102	125	8	31	16	16
33663_at	11	15	30	17	30	11	16	20
33664_g_at	16	14	30	46	9	20	108	11
33665_s_at	50	66	50	91	122	54	106	151
33666_at	586	515	1264	1334	1001	1153	285	308
33667_at	20448	14189	13801	14532	15173	14184	18387	13689
33668_at	2095	1658	5939	7614	5597	5681	5150	4251
33669_at	17	7	86	22	46	23	14	50
33670_at	154	268	193	250	660	512	181	424
33671_f_at	60	12	36	31	43	18	27	33
33672_f_at	41	44	12	12	63	82	343	236
33673_r_at	97	35	59	29	109	19	24	110
33674_at	6812	5716	9705	13151	18492	18043	16752	12666
33675_at	105	128	182	174	145	36	95	147
33676_at	16546	15439	17169	21381	16057	14842	7879	5353
33677_at	8838	7331	10511	13310	10269	10869	8455	5892
33678_i_at	23415	29737	44771	45710	3357	2680	4922	3291
33679_f_at	11183	14791	18707	21721	5959	5536	5532	5093
33680_f_at	20	11	28	29	81	16	28	21
33681_at	26	27	14	4	31	19	96	71
33682_at	43	73	133	99	139	74	32	59
33683_at	268	288	1074	1175	270	251	224	57
33684_at	212	197	127	164	291	213	386	144
33685_at	598	377	528	414	376	222	396	539
33686_at	21	22	84	60	21	59	42	27
33687_at	40	43	105	127	56	50	39	13
33688_at	72	40	32	34	47	38	97	83
33689_s_at	746	861	561	702	2107	2046	2858	2599
33690_at	256	228	764	720	378	295	306	436
33691_at	27	25	21	34	73	51	54	115
33692_at	60	37	42	73	68	71	68	69
33693_at	27	84	17	64	44	88	44	65
33694_at	120	161	235	203	222	187	75	420
33695_at	337	336	335	365	254	357	560	570
33696_at	20	24	35	100	46	22	61	44
33697_at	747	530	330	299	563	570	644	739
33698_at	160	117	283	152	119	126	163	184
33699_at	175	124	271	165	654	593	382	59
337_at	39	22	80	110	70	53	20	49
33700_at	339	567	487	577	127	222	149	110
33701_at	19	33	67	54	818	1185	791	1146
33702_f_at	7	9	5	3	9823	8393	19868	13302
33703_f_at	5	7	64	12	7380	6302	16306	7893
33704_at	28	13	136	83	44	147	68	88
33705_at	611	573	592	697	145	150	80	21
33706_at	623	625	513	625	442	543	636	375
33707_at	1104	965	318	244	253	186	66	234
33708_at	125	207	128	238	1897	1716	2104	1922
33709_at	105	156	280	265	91	216	53	52
33710_at	82	126	154	184	1093	1468	888	968
33711_at	266	131	246	190	403	514	299	126
33712_at	7197	7441	2552	2480	678	553	376	616
33713_at	927	1203	840	732	1066	786	1704	1451
33714_at	170	146	455	339	201	334	194	23
33715_r_at	2	8	75	80	36	50	12	19
33716_at	1100	667	1271	1392	143	212	156	75
33717_at	32	27	87	126	34	17	8	19
33718_at	416	297	629	551	523	453	694	1558
33719_at	544	557	447	570	598	634	854	584
33720_at	64	60	78	97	116	97	19	51
33721_at	7	5	11	5	555	735	434	355
33722_at	200	139	146	199	154	133	122	27
33723_at	91	92	164	203	68	129	123	222
33724_at	119	63	105	171	184	106	125	222
33725_at	51	38	27	19	77	33	20	69
33726_at	175	120	113	70	307	228	59	75
33727_r_at	655	1321	634	765	1360	1532	1878	1436
33728_at	1115	1665	668	561	164	123	137	190
33729_at	245	119	250	243	157	120	27	47
33730_at	160	85	242	257	211	320	258	545
33731_at	53	18	32	25	191	207	49	64
33732_at	88	222	206	243	185	317	46	40
33733_at	243	270	250	211	168	210	297	49
33734_at	94	66	108	140	70	50	51	60
33735_at	92	190	283	268	26	15	23	11
33736_at	1783	1960	1023	1099	405	474	1014	945
33737_f_at	595	501	650	634	522	446	709	592
33738_r_at	496	523	477	375	908	893	918	980
33739_at	141	64	142	21	152	30	103	116
33740_at	593	877	511	384	571	345	159	989
33741_at	952	1017	582	655	244	435	270	277
33742_f_at	66	103	166	140	23	109	64	105
33743_at	224	230	218	243	19	14	18	26
33744_at	184	154	277	283	276	157	201	216
33745_at	74	60	56	50	110	68	107	109
33746_at	202	192	281	309	252	279	295	222
33747_s_at	19	28	36	17	42	25	17	26
33748_at	27	26	26	22	41	27	42	42
33749_at	26	87	76	149	227	324	478	401
33750_at	488	368	442	268	201	401	546	553
33751_at	635	821	307	207	102	280	307	554
33752_at	379	243	640	728	275	196	199	288
33753_at	257	232	2414	2769	138	149	58	141
33754_at	121	100	370	279	226	123	194	208
33755_at	137	169	129	80	111	48	147	88
33756_at	142	63	42	43	231	62	56	218
33757_f_at	151	105	66	149	167	108	123	59
33758_f_at	247	227	331	58	503	330	414	418
33759_at	149	136	216	241	1559	2167	23	27
33760_at	555	579	360	259	324	440	496	603
33761_s_at	14	18	49	11	26	14	8	12
33762_r_at	34	3	62	86	36	28	49	42
33763_at	248	315	330	265	256	233	436	448
33764_at	2613	3010	2884	2760	30	80	21	42
33765_at	16	21	22	52	26	12	6	44
33766_at	152	340	15	17	64	26	431	466
33767_at	1695	2111	140	81	190	139	56	135
33768_at	809	1131	2364	1506	1211	961	1183	1590
33769_at	187	113	230	261	269	222	167	152
33770_at	735	395	628	538	659	553	278	441
33771_at	297	134	238	278	40	30	10	19
33772_at	43	105	31	213	95	116	82	41
33773_at	57	63	148	211	158	131	87	174
33774_at	72	135	107	65	402	515	419	431
33775_s_at	38	67	292	119	279	316	285	302
33776_at	33	64	175	209	144	129	30	73
33777_at	235	207	67	43	291	423	329	212
33778_at	901	1218	620	546	977	763	854	704
33779_at	2441	2767	1422	898	1672	1284	1603	1696
33780_at	315	346	490	470	504	732	486	1055
33781_s_at	1535	2152	647	696	470	470	482	431
33782_r_at	6418	11328	2454	2804	2808	3787	3855	3174
33783_at	680	1156	196	481	593	633	263	258
33784_at	61	53	38	69	110	80	85	88
33785_at	3580	5650	2488	3487	252	351	163	224
33786_r_at	1	1	1	7	1	1	3	4
33787_at	4512	4990	1444	1332	330	253	518	937
33788_at	860	572	510	547	76	135	58	41
33789_at	23	116	206	254	976	1098	1859	1302
33790_at	334	81	110	87	1790	1998	4090	4027
33791_at	41	32	68	64	129	216	78	37
33792_at	76	49	25	22	48	100	64	83
33793_at	28	94	145	163	89	185	142	205
33794_g_at	149	95	509	462	242	249	175	312
33795_at	965	725	1339	1106	451	503	449	359
33796_at	144	147	537	426	477	503	34	144
33797_at	93	102	327	282	162	117	101	110
33798_at	61	66	44	37	64	50	60	85
33799_at	515	545	446	601	2113	2518	1030	1049
338_at	549	466	548	443	790	848	547	981
33800_at	537	813	198	283	514	518	491	264
33801_at	64	164	116	111	75	71	97	98
33802_at	41	25	43	33	4359	3968	381	143
33803_at	209	144	206	118	215	231	200	241
33804_at	1495	2549	615	713	419	385	321	437
33805_at	260	149	477	482	133	206	69	135
33806_at	328	710	327	111	259	388	537	777
33807_at	519	782	415	350	237	192	402	455
33808_at	345	551	714	542	796	664	841	848
33809_at	610	502	1561	1526	77	251	86	117
33810_at	383	400	559	424	299	388	251	37
33811_at	222	136	269	290	104	92	66	163
33812_at	298	558	676	434	263	273	141	259
33813_at	588	691	671	489	1995	1782	1855	1417
33814_at	687	756	528	528	877	929	1103	844
33815_at	95	84	171	150	540	544	37	69
33816_at	278	468	271	287	544	368	529	603
33817_at	337	205	731	1117	12	148	48	11
33818_at	2210	2806	1402	1358	1148	961	1619	942
33819_at	6057	3027	5599	5565	1280	1359	148	28
33820_g_at	12265	9169	12877	15318	7111	7312	6986	6794
33821_at	1684	1490	2236	2195	2550	3060	657	760
33822_at	1360	1868	1604	1492	1100	1181	813	953
33823_at	224	230	916	705	385	399	152	192
33824_at	2728	2207	1349	1444	5423	4832	8875	5623
33825_at	170	182	154	197	42304	29570	33957	25000
33826_at	1643	1498	1194	1172	1744	1507	1620	2515
33827_at	76	154	322	411	31	140	82	102
33828_at	635	804	1799	2526	221	232	393	95
33829_at	454	496	528	570	1102	1166	928	746
33830_at	465	217	422	499	510	506	229	194
33831_at	170	209	329	334	178	203	99	109
33832_at	23	11	40	66	64	49	171	46
